sector,indicator,subcategory,subcategory2,subcategory3,aspectid,unit,explanation
Formal employment,Total number of employees,Large,Agriculture,Farm and farming products,601130,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Agriculture,Plantation,601154,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Agro-processing,601212,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Engineering,601227,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Metal and ores,601246,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Plastics,601255,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Tanning,601262,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Textile,601263,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Automobile,601414,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Construction,601422,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Electric Power Industry,601426,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Hospitality,601435,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Medical,601445,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Printing,601456,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Bone crushing,602216,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Engineering,602227,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Gas,602233,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Metal and ores,602246,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Non edible oil/fat,602249,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Painting,602251,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Paper products,602252,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Plastics,602255,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Rubber products,602258,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Salt,602259,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Tanning,602262,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Others,Others,602350,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Services,Automobile,602414,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Services,F&B,602429,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Services,Hospitality,602435,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Services,IT,602440,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Services,Media,602444,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Services,Medical,602445,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Services,Petroleum/Natural Gas,602453,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Services,Printing,602456,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Bakery,603215,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Bone crushing,603216,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Confectionary,603221,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Farm and farming products,603230,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Glass,603234,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Icecream,603237,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Metal and ores,603246,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Mining,603248,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Petroleum/Natural Gas,603253,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Plastics,603255,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Rubber products,603258,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Salt,603259,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Starch,603260,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Tanning,603262,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Water,603266,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Manufacturing,Wood,603267,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Services,Delivery Services,603424,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Services,Entertainment,603428,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Services,IT,603440,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Services,Plantation,603454,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Services,Printing,603456,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Small,Services,Wood,603467,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Agarbatti,601211,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Clay/Ceramic products,601219,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Icecream,601237,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Mining,601248,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Painting,601251,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Rubber products,601258,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Starch,601260,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Manufacturing,Water,601266,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Others,Others,601350,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Chemical,601418,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Delivery Services,601424,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Education,601425,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,F&B,601429,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Financial Services,601431,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Housekeeping Services,601436,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,IT,601440,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Media,601444,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Petroleum/Natural Gas,601453,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Recreational Activties,601457,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Services,Transport Services,601465,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Large,Trading,Commercial Establishment,601520,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Agriculture,Plantation,602154,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Agarbatti,602211,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Alcohol,602213,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Bakery,602215,,Total number of employees for whom the EPF was paid
Formal employment,Total number of employees,Medium,Manufacturing,Food Preservation,602232,,Total number of employees for whom the EPF was paid
